vibration,temp_palier,debit,pression_entree,pression_sortie,courant_moteur,temp_moteur,heure_fonctionnement,fault,load,zone,y_fault
17.125413777411236,44.837,0.395,1.987,107.73,20.140056020207606,59.41329135024442,1103.0,bearing contaminated,100,ROL,1
17.13500591358494,44.837,0.395,1.987,107.73,20.129760426456937,58.867095522296296,1103.0,bearing contaminated,100,ROL,1
17.170035319190053,44.837,0.395,1.987,107.73,20.160787533266042,60.2195310937165,1103.0,bearing contaminated,100,ROL,1
17.20313080034979,44.837,0.395,1.987,107.73,20.10027066438444,60.2395187561064,1103.0,bearing contaminated,100,ROL,1
16.898466268059295,44.837,0.395,1.987,107.73,20.083986173939532,59.72350001939944,1103.0,bearing contaminated,100,ROL,1
16.783460525652487,44.837,0.395,1.987,107.73,20.111064554772458,59.02803670958195,1103.0,bearing contaminated,100,ROL,1
14.135491869027263,44.837,0.395,1.987,107.73,20.452282260204957,58.47793209281104,1103.0,bearing pump 1,100,ROL,1
14.070398114400271,44.837,0.395,1.987,107.73,20.408916531605456,59.847528798735475,1103.0,bearing pump 1,100,ROL,1
14.774997020854654,44.837,0.395,1.987,107.73,20.392383129067397,59.96183046722702,1103.0,bearing pump 1,100,ROL,1
14.187903257008461,44.837,0.395,1.987,107.73,20.3677835611243,59.39940917743673,1103.0,bearing pump 1,100,ROL,1
14.109553514847686,44.837,0.395,1.987,107.73,20.327400016219126,58.5318829156773,1103.0,bearing pump 1,100,ROL,1
17.227334286308444,44.837,0.395,1.987,107.73,20.31534282464156,60.17485701391366,1103.0,bearing pump 2,100,ROL,1
17.132352778916005,44.837,0.395,1.987,107.73,20.325635585902518,59.402473051136525,1103.0,bearing pump 2,100,ROL,1
16.883226413883545,44.837,0.395,1.987,107.73,20.275588578539935,60.297424708844204,1103.0,bearing pump 2,100,ROL,1
17.148055592998766,44.837,0.395,1.987,107.73,20.22510950578542,59.405605710366544,1103.0,bearing pump 2,100,ROL,1
16.729140485169307,44.837,0.395,1.987,107.73,20.258894199678956,60.48466282854796,1103.0,bearing pump 2,100,ROL,1
11.327309962059404,45.629843329862524,0.395,1.987,107.73,20.33232646600967,58.97014754052379,1103.0,bearing pump 3,100,ROL,1
14.57866511834452,44.837,0.395,1.987,107.73,20.38204995127322,58.87508910356002,1103.0,bearing pump 3,100,ROL,1
14.697390887842097,44.837,0.395,1.987,107.73,20.34575110092877,59.809224448894874,1103.0,bearing pump 3,100,ROL,1
14.792901689537024,44.837,0.395,1.987,107.73,20.49020518771126,59.60077277911407,1103.0,bearing pump 3,100,ROL,1
14.866956547523385,44.837,0.395,1.987,107.73,20.326821750115815,59.52665616174283,1103.0,bearing pump 3,100,ROL,1
25.58466640941596,44.837,0.395,1.987,107.73,20.16840442636246,58.0796219830638,1103.0,broken rotor bar,100,MOT,1
25.78834455357091,44.837,0.395,1.987,107.73,20.22983831369997,60.578603074790244,1103.0,broken rotor bar,100,MOT,1
25.57215485494566,44.837,0.395,1.987,107.73,20.227020589772494,60.166806957670694,1103.0,broken rotor bar,100,MOT,1
25.60320757585753,44.837,0.395,1.987,107.73,20.192236451456967,60.66296849454993,1103.0,broken rotor bar,100,MOT,1
25.580035264115384,44.837,0.395,1.987,107.73,20.219504617037515,59.57307762635184,1103.0,broken rotor bar,100,MOT,1
12.74083747841344,44.837,0.395,1.987,107.73,19.892823813622364,59.99760068446618,1103.0,healthy 1,100,NORMAL,0
11.7223997837471,44.837,0.395,1.987,107.73,20.080608022622304,59.77733674215872,1103.0,healthy 1,100,NORMAL,0
12.367932206570382,44.837,0.395,1.987,107.73,20.282845819709163,59.06246758886553,1103.0,healthy 1,100,NORMAL,0
12.539751297826646,44.837,0.395,1.987,107.73,20.286596069305013,60.36428383750748,1103.0,healthy 1,100,NORMAL,0
12.102872220873733,44.837,0.395,1.987,107.73,20.25496598971294,59.87236899077141,1103.0,healthy 1,100,NORMAL,0
12.952546017217731,44.837,0.395,1.987,107.73,20.254381911359392,59.91851529059588,1103.0,healthy 1,100,NORMAL,0
12.437005931877804,44.837,0.395,1.987,107.73,20.257409631043455,59.96101546425199,1103.0,healthy 1,100,NORMAL,0
12.599234614688289,44.837,0.395,1.987,107.73,20.2361271688008,58.64859834644559,1103.0,healthy 1,100,NORMAL,0
12.394075762412955,44.837,0.395,1.987,107.73,20.226079848735083,59.75980266018158,1103.0,healthy 1,100,NORMAL,0
12.610962619388385,44.837,0.395,1.987,107.73,20.29046429603768,60.10177839398964,1103.0,healthy 1,100,NORMAL,0
12.488363214638058,44.837,0.395,1.987,107.73,20.166107578227543,59.80259719406874,1103.0,healthy 1,100,NORMAL,0
12.362449375691568,44.837,0.395,1.987,107.73,20.21473606376461,59.721768956464395,1103.0,healthy 1,100,NORMAL,0
12.207343908949492,44.837,0.395,1.987,107.73,20.180827000814173,58.563592777713446,1103.0,healthy 1,100,NORMAL,0
12.176900246419505,44.837,0.395,1.987,107.73,20.213354806620387,59.66330898511929,1103.0,healthy 1,100,NORMAL,0
12.927376469376902,44.837,0.395,1.987,107.73,20.25868687175274,58.625489029027676,1103.0,healthy 1,100,NORMAL,0
13.13830768287642,44.837,0.395,1.987,107.73,20.352326957622264,60.142766562623414,1103.0,healthy 1,100,NORMAL,0
12.29233624027407,44.837,0.395,1.987,107.73,20.308164003098323,58.619398872022664,1103.0,healthy 1,100,NORMAL,0
12.435701936661228,44.837,0.395,1.987,107.73,20.26161268070517,58.74476290009264,1103.0,healthy 1,100,NORMAL,0
13.050188933546174,44.837,0.395,1.987,107.73,20.334988005979866,60.12804874728467,1103.0,healthy 1,100,NORMAL,0
13.147828142988645,44.837,0.395,1.987,107.73,20.27773631526099,60.22996971703012,1103.0,healthy 1,100,NORMAL,0
12.483784428945425,44.837,0.395,1.987,107.73,20.205838362759266,59.12765506279922,1103.0,healthy 1,100,NORMAL,0
12.321071768070464,44.837,0.395,1.987,107.73,20.20761211053218,59.040362117388106,1103.0,healthy 1,100,NORMAL,0
12.314917624361936,44.837,0.395,1.987,107.73,20.219040451503272,59.47342798505364,1103.0,healthy 1,100,NORMAL,0
13.24732646658596,44.837,0.395,1.987,107.73,20.25331469593703,58.88625451825743,1103.0,healthy 1,100,NORMAL,0
13.24046342642836,44.837,0.395,1.987,107.73,20.25020392388171,60.18299221040798,1103.0,healthy 1,100,NORMAL,0
13.476869856553916,44.837,0.395,1.987,107.73,20.1668383670569,59.883264881771275,1103.0,healthy 1,100,NORMAL,0
12.382211927890873,44.837,0.395,1.987,107.73,20.23270466857879,59.861080482858334,1103.0,healthy 1,100,NORMAL,0
12.365267135679385,44.837,0.395,1.987,107.73,20.206295230766365,60.05677129310032,1103.0,healthy 1,100,NORMAL,0
12.490766377627425,44.837,0.395,1.987,107.73,20.17311240121729,58.65953062750705,1103.0,healthy 1,100,NORMAL,0
12.722620976749342,44.837,0.395,1.987,107.73,20.186430001062767,60.02921470996379,1103.0,healthy 1,100,NORMAL,0
14.095525857214186,44.837,0.395,1.987,107.73,20.137766901364063,59.91097096604358,1103.0,healthy 1,100,NORMAL,0
13.489124734624589,44.837,0.395,1.987,107.73,20.12075464158245,59.06008852117866,1103.0,healthy 1,100,NORMAL,0
13.734907469912349,44.837,0.395,1.987,107.73,20.219313828205628,60.084497652624336,1103.0,healthy 1,100,NORMAL,0
13.092196136425347,44.837,0.395,1.987,107.73,20.13178283186271,59.91755492438328,1103.0,healthy 1,100,NORMAL,0
13.09107404920037,44.837,0.395,1.987,107.73,20.196877358760474,60.34333907853248,1103.0,healthy 1,100,NORMAL,0
13.336572095033493,44.837,0.395,1.987,107.73,20.162812969578766,59.30314139251816,1103.0,healthy 1,100,NORMAL,0
18.690588303315415,44.837,0.395,1.987,107.73,20.23121299330492,60.36361154672277,1103.0,healthy 2,100,NORMAL,0
19.08831099934346,44.837,0.395,1.987,107.73,20.171430140505418,58.159278582017464,1103.0,healthy 2,100,NORMAL,0
18.809258164259465,44.837,0.395,1.987,107.73,20.154299938258955,60.294209830783444,1103.0,healthy 2,100,NORMAL,0
19.06756824684113,44.837,0.395,1.987,107.73,20.174927666539276,60.814528251384566,1103.0,healthy 2,100,NORMAL,0
19.923862493719298,44.837,0.395,1.987,107.73,20.13944549664168,58.48777913940744,1103.0,healthy 2,100,NORMAL,0
19.348867577505754,44.837,0.395,1.987,107.73,20.16867551401631,60.576673562641616,1103.0,healthy 2,100,NORMAL,0
18.82455006925446,44.837,0.395,1.987,107.73,20.16034936026735,59.14769517643682,1103.0,healthy 2,100,NORMAL,0
19.68636503309984,44.837,0.395,1.987,107.73,20.168345478649073,60.98500353652604,1103.0,healthy 2,100,NORMAL,0
18.966906214368617,44.837,0.395,1.987,107.73,20.110310882305395,60.26486494596311,1103.0,healthy 2,100,NORMAL,0
18.693623846570194,44.837,0.395,1.987,107.73,20.1824333583511,59.512740741861364,1103.0,healthy 2,100,NORMAL,0
19.823685991855232,44.837,0.395,1.987,107.73,20.11408849763095,58.48580274181919,1103.0,healthy 2,100,NORMAL,0
18.737224261781183,44.837,0.395,1.987,107.73,20.123703432629828,59.03468804426331,1103.0,healthy 2,100,NORMAL,0
18.651841966002213,44.837,0.395,1.987,107.73,20.10537219585257,59.89217198949247,1103.0,healthy 2,100,NORMAL,0
19.34872125513808,44.837,0.395,1.987,107.73,20.11249603232873,60.61468595891931,1103.0,healthy 2,100,NORMAL,0
18.59838972879023,44.837,0.395,1.987,107.73,20.08853141686,60.776083684983476,1103.0,healthy 2,100,NORMAL,0
19.26494017571512,44.837,0.395,1.987,107.73,20.08244866320302,60.95733756365179,1103.0,healthy 2,100,NORMAL,0
19.512078875716334,44.837,0.395,1.987,107.73,20.02128652880917,60.86806631849655,1103.0,healthy 2,100,NORMAL,0
19.45342864326625,44.837,0.395,1.987,107.73,20.06941402940903,60.483619723691646,1103.0,healthy 2,100,NORMAL,0
19.657104600996774,44.837,0.395,1.987,107.73,20.04327215812078,60.23565601674083,1103.0,healthy 2,100,NORMAL,0
19.356885394792567,44.837,0.395,1.987,107.73,20.04016516162984,60.74857164526987,1103.0,healthy 2,100,NORMAL,0
20.04246566417425,44.837,0.395,1.987,107.73,20.042472242887868,60.416108924595044,1103.0,healthy 2,100,NORMAL,0
20.26485484260767,44.837,0.395,1.987,107.73,20.082126558677032,60.23497491227251,1103.0,healthy 2,100,NORMAL,0
19.993106730525138,44.837,0.395,1.987,107.73,20.042940787277768,58.79205099488245,1103.0,healthy 2,100,NORMAL,0
20.391097316309217,44.837,0.395,1.987,107.73,20.06806960954739,60.77269390401972,1103.0,healthy 2,100,NORMAL,0
19.80438365387284,44.837,0.395,1.987,107.73,20.050306260853354,58.94703161270069,1103.0,healthy 2,100,NORMAL,0
19.201958954476073,44.837,0.395,1.987,107.73,20.057194106187016,59.163294435236736,1103.0,healthy 2,100,NORMAL,0
19.776085447182005,44.837,0.395,1.987,107.73,20.015986800602548,60.75387127278324,1103.0,healthy 2,100,NORMAL,0
19.151237017409255,44.837,0.395,1.987,107.73,20.033709666114525,60.56168125574735,1103.0,healthy 2,100,NORMAL,0
18.836476496140328,44.837,0.395,1.987,107.73,20.02128241830862,60.81668687794553,1103.0,healthy 2,100,NORMAL,0
20.204559105988263,44.837,0.395,1.987,107.73,20.040434599805565,59.877647303560074,1103.0,healthy 2,100,NORMAL,0
18.495875550717358,44.837,0.395,1.987,107.73,20.212725005468027,60.45082578362485,1103.0,healthy 3,100,NORMAL,0
18.832370538439704,44.837,0.395,1.987,107.73,20.183477414670623,60.5594132283206,1103.0,healthy 3,100,NORMAL,0
19.08592906206972,44.837,0.395,1.987,107.73,20.140629417548073,60.305300918226564,1103.0,healthy 3,100,NORMAL,0
18.671967902623123,44.837,0.395,1.987,107.73,20.14308353688622,58.71389314551863,1103.0,healthy 3,100,NORMAL,0
18.486531184531724,44.837,0.395,1.987,107.73,20.120293046752533,58.789510555104954,1103.0,healthy 3,100,NORMAL,0
18.5326463051601,44.837,0.395,1.987,107.73,20.129749876231863,60.05840098570283,1103.0,healthy 3,100,NORMAL,0
18.71339250464982,44.837,0.395,1.987,107.73,20.08261911984666,60.02100826031,1103.0,healthy 3,100,NORMAL,0
17.9953395285611,44.837,0.395,1.987,107.73,20.11758241516707,60.15431402280505,1103.0,healthy 3,100,NORMAL,0
18.333194178133386,44.837,0.395,1.987,107.73,20.08442397626066,60.11593911641691,1103.0,healthy 3,100,NORMAL,0
17.986400118742903,44.837,0.395,1.987,107.73,20.135379223117415,59.21427958458335,1103.0,healthy 3,100,NORMAL,0
18.133742685652464,44.837,0.395,1.987,107.73,20.088423363991225,60.23683639557549,1103.0,healthy 3,100,NORMAL,0
18.09924067320145,44.837,0.395,1.987,107.73,20.095164168588845,59.519185253682686,1103.0,healthy 3,100,NORMAL,0
17.989593861984808,44.837,0.395,1.987,107.73,20.059488955769698,60.093395952619495,1103.0,healthy 3,100,NORMAL,0
18.197872472816663,44.837,0.395,1.987,107.73,20.11954654023998,59.38251703753729,1103.0,healthy 3,100,NORMAL,0
17.5524580702113,44.837,0.395,1.987,107.73,20.076380010564847,59.738663442289344,1103.0,healthy 3,100,NORMAL,0
17.99827825894783,44.837,0.395,1.987,107.73,20.04685722840345,60.51509402814748,1103.0,healthy 3,100,NORMAL,0
17.574204106584798,44.837,0.395,1.987,107.73,20.112677647118442,60.30386282936677,1103.0,healthy 3,100,NORMAL,0
17.569686399968393,44.837,0.395,1.987,107.73,20.045823606377557,60.62278363524073,1103.0,healthy 3,100,NORMAL,0
17.929691377333082,44.837,0.395,1.987,107.73,20.05179565907337,58.398653630886585,1103.0,healthy 3,100,NORMAL,0
17.396002602767357,44.837,0.395,1.987,107.73,20.058349074771066,60.13028897112382,1103.0,healthy 3,100,NORMAL,0
18.102900762268664,44.837,0.395,1.987,107.73,19.968597055938716,58.56958954308855,1103.0,healthy 3,100,NORMAL,0
17.36657986122703,44.837,0.395,1.987,107.73,19.62579637630208,58.40558595650665,1103.0,healthy 3,100,NORMAL,0
17.501963112358958,44.837,0.395,1.987,107.73,19.34165522826745,60.234132063526054,1103.0,healthy 3,100,NORMAL,0
17.709712721269977,44.837,0.395,1.987,107.73,19.37411819090071,60.68952839788319,1103.0,healthy 3,100,NORMAL,0
17.17488417855483,44.837,0.395,1.987,107.73,19.371208198346128,59.74921943673341,1103.0,healthy 3,100,NORMAL,0
17.006645258064125,44.837,0.395,1.987,107.73,19.409437378763457,60.15541900973875,1103.0,healthy 3,100,NORMAL,0
17.012710680437444,44.837,0.395,1.987,107.73,19.36993936121363,58.53759276494179,1103.0,healthy 3,100,NORMAL,0
17.68269108878872,44.837,0.395,1.987,107.73,19.352883817190385,59.81982170160794,1103.0,healthy 3,100,NORMAL,0
17.43362818441636,44.837,0.395,1.987,107.73,19.363113850016685,60.00896037364353,1103.0,healthy 3,100,NORMAL,0
18.08805882768575,44.837,0.395,1.987,107.73,20.290785824745214,60.678731454331896,1103.0,healthy noise,100,NORMAL,0
18.172845448974268,44.837,0.395,1.987,107.73,20.19082922027713,60.32017892368096,1103.0,healthy noise,100,NORMAL,0
18.104376500484896,44.837,0.395,1.987,107.73,20.223933598084404,60.69127826494954,1103.0,healthy noise,100,NORMAL,0
17.90416012603349,44.837,0.395,1.987,107.73,20.248487603690837,60.36108825614285,1103.0,healthy noise,100,NORMAL,0
17.858578247401923,44.837,0.395,1.987,107.73,20.16395159152166,58.49184926319392,1103.0,healthy noise,100,NORMAL,0
12.590419944836214,44.837,0.395,1.987,107.73,19.805979650397354,59.711143656537196,1103.0,impeller 1,100,IMP,1
13.839301412465286,44.837,0.395,1.987,107.73,19.836050471732012,59.99621540029422,1103.0,impeller 1,100,IMP,1
13.753301481787163,44.837,0.395,1.987,107.73,19.790588214931873,59.68190819435029,1103.0,impeller 1,100,IMP,1
12.133036391346678,44.837,0.395,1.987,107.73,19.47677371972898,58.99184890008061,1103.0,impeller 2,100,IMP,1
12.521520962152174,44.837,0.395,1.987,107.73,19.43064335476921,59.88453725212057,1103.0,impeller 2,100,IMP,1
12.32044165271631,44.837,0.395,1.987,107.73,19.440648308349765,59.90853028808845,1103.0,impeller 2,100,IMP,1
11.645786214281008,44.837,0.395,1.987,107.73,19.073898542814185,59.45707260042701,1103.0,impeller 3,100,IMP,1
11.812926535194674,44.837,0.395,1.987,107.73,19.013773850681698,59.542650043575364,1103.0,impeller 3,100,IMP,1
11.571808505687565,44.837,0.395,1.987,107.73,18.98337982631742,59.78576081287757,1103.0,impeller 3,100,IMP,1
11.607724757103753,44.837,0.395,1.987,107.73,19.00117443087566,59.89916991989468,1103.0,impeller 3,100,IMP,1
16.878098663759523,44.837,0.395,1.987,107.73,20.25401999318452,59.559742528155795,1103.0,loose foot motor,100,MECH,1
16.92259310998884,44.837,0.395,1.987,107.73,20.16741831638278,58.92134861301147,1103.0,loose foot motor,100,MECH,1
17.05476201954075,44.837,0.395,1.987,107.73,20.2046391813908,59.83638169229852,1103.0,loose foot motor,100,MECH,1
16.81346436262306,44.837,0.395,1.987,107.73,20.219764850353698,60.41628625289669,1103.0,loose foot motor,100,MECH,1
17.003334582699154,44.837,0.395,1.987,107.73,20.20530333830282,58.48039486487621,1103.0,loose foot motor,100,MECH,1
18.00694177648727,44.837,0.395,1.987,107.73,20.167928804540388,60.23625945628329,1103.0,loose foot pump,100,MECH,1
17.68621015937287,44.837,0.395,1.987,107.73,20.14013910009974,60.30674266394939,1103.0,loose foot pump,100,MECH,1
17.718526530550335,44.837,0.395,1.987,107.73,20.168971288909784,60.28503856591919,1103.0,loose foot pump,100,MECH,1
17.544657734430587,44.837,0.395,1.987,107.73,20.14791244048288,60.3517471377291,1103.0,loose foot pump,100,MECH,1
17.585949391681698,44.837,0.395,1.987,107.73,20.15808549180064,60.37802757522022,1103.0,loose foot pump,100,MECH,1
16.536394720544006,44.837,0.395,1.987,107.73,20.17646160196902,60.89125556424951,1103.0,new motor,100,NORMAL,0
16.009354324446242,44.837,0.395,1.987,107.73,20.177429226398385,60.90733989284802,1103.0,new motor,100,NORMAL,0
13.298209512785334,44.837,0.395,1.987,107.73,20.312310777418446,60.26742943676356,1103.0,soft foot 1,100,MECH,1
13.413447889356096,44.837,0.395,1.987,107.73,20.249553561192865,60.14418430052864,1103.0,soft foot 1,100,MECH,1
13.596447172980085,44.837,0.395,1.987,107.73,20.24549385846675,60.30278606355169,1103.0,soft foot 1,100,MECH,1
13.492424883609033,44.837,0.395,1.987,107.73,20.285339325343884,59.546018803393004,1103.0,soft foot 1,100,MECH,1
13.442007937046526,44.837,0.395,1.987,107.73,20.216488337017157,59.92294858800629,1103.0,soft foot 1,100,MECH,1
17.88004155805356,44.837,0.395,1.987,107.73,20.348701241147023,60.056261845474566,1103.0,soft foot 2,100,MECH,1
17.87454187338211,44.837,0.395,1.987,107.73,20.303379401367803,60.020022625119566,1103.0,soft foot 2,100,MECH,1
18.207697014871123,44.837,0.395,1.987,107.73,20.216559694174187,58.43760949884907,1103.0,soft foot 2,100,MECH,1
18.168030909875952,44.837,0.395,1.987,107.73,20.24434044089655,60.45630074740012,1103.0,soft foot 2,100,MECH,1
17.985870844194388,44.837,0.395,1.987,107.73,20.18051835376008,60.29310690744241,1103.0,soft foot 2,100,MECH,1
20.860351304482244,44.837,0.395,1.987,107.73,20.14683471566713,60.604047802752724,1103.0,stator short 1,100,MOT,1
20.65451388153858,44.837,0.395,1.987,107.73,20.20932444720224,58.50503927794761,1103.0,stator short 1,100,MOT,1
20.18516928566096,44.837,0.395,1.987,107.73,20.30222218603033,60.90072432893618,1103.0,stator short 1,100,MOT,1
20.256614369300795,44.837,0.395,1.987,107.73,20.2440503925514,60.43489823381932,1103.0,stator short 1,100,MOT,1
20.348561957950682,44.837,0.395,1.987,107.73,20.267701389145287,58.47202149144929,1103.0,stator short 1,100,MOT,1
12.484004296442722,44.837,0.395,1.987,107.73,13.79222553839017,59.24913689643139,1103.0,bearing bpfi 1,75,ROL,1
12.613951673225674,44.837,0.395,1.987,107.73,13.781526476620648,58.991617574607965,1103.0,bearing bpfi 1,75,ROL,1
12.580060297704712,44.837,0.395,1.987,107.73,13.790342992114057,58.98014381648569,1103.0,bearing bpfi 1,75,ROL,1
12.570969804128223,44.837,0.395,1.987,107.73,13.795302489570703,59.19947364669401,1103.0,bearing bpfi 1,75,ROL,1
12.57444589528029,44.837,0.395,1.987,107.73,13.776325443772446,59.07822657108917,1103.0,bearing bpfi 1,75,ROL,1
12.961998594224081,44.837,0.395,1.987,107.73,13.796049429117453,59.10346028211487,1103.0,bearing bpfi 1,75,ROL,1
15.92913925563793,44.837,0.395,1.987,107.73,13.74534435138735,59.16746824470377,1103.0,bearing bpfi 2,75,ROL,1
15.992554065630435,44.837,0.395,1.987,107.73,13.735686865932923,59.0658959835406,1103.0,bearing bpfi 2,75,ROL,1
15.90398049900561,44.837,0.395,1.987,107.73,13.715467507627237,59.07468161285103,1103.0,bearing bpfi 2,75,ROL,1
15.75408037042215,44.837,0.395,1.987,107.73,13.74019417854452,59.12495200817102,1103.0,bearing bpfi 2,75,ROL,1
15.873757419335497,44.837,0.395,1.987,107.73,13.727821215003202,59.06534254830802,1103.0,bearing bpfi 2,75,ROL,1
15.844305573704993,44.837,0.395,1.987,107.73,13.705573160142452,59.12086217226982,1103.0,bearing bpfi 2,75,ROL,1
17.67696425211705,44.837,0.395,1.987,107.73,13.738197225191419,59.02716375956445,1103.0,bearing bpfi 3,75,ROL,1
17.839636249407555,44.837,0.395,1.987,107.73,13.73633789801086,59.126548961433414,1103.0,bearing bpfi 3,75,ROL,1
17.872109625269164,44.837,0.395,1.987,107.73,13.726860705040473,59.24204750548629,1103.0,bearing bpfi 3,75,ROL,1
17.79316915151373,44.837,0.395,1.987,107.73,13.72917859131809,59.29233319839555,1103.0,bearing bpfi 3,75,ROL,1
17.870746161587995,44.837,0.395,1.987,107.73,13.724272856896768,58.97125150537375,1103.0,bearing bpfi 3,75,ROL,1
18.56508868215211,44.837,0.395,1.987,107.73,13.706127113798981,59.03473897793597,1103.0,bearing bpfi 3,75,ROL,1
16.205734820118114,44.837,0.395,1.987,107.73,13.817359109242183,59.10572943229964,1103.0,bearing bpfo 1,75,ROL,1
16.120288814528365,44.837,0.395,1.987,107.73,13.817427904564367,59.26095932321378,1103.0,bearing bpfo 1,75,ROL,1
